Composite Ticker,Composite Name,RIC,Bloomberg Symbol,FutVal,Exchange,52 Week Price Range,AveVol,NAV Date,NAV,AUM,Market Cap,Leverage,Inception Date,Expense Ratio,MorningStar Category,ETF Type,Total Holdings,YTD Return,1 month Return,1 Year Return,3 Year Return,Percent Above Constituent's 200 Day Moving Average,Advances,Declines,Advancing Volume,Declining Volume,New 1 Year Highs,New 1 Year Lows,FutVal,FutVal,FutVal,FutVal,FutVal,CUSIP,ISIN,Description
FTVA,Aptus Fortified Value ETF,FTVA.K,FTVA:US,,BATS,27.46 - 27.46,0,04/14/2020, , ,83905500,1,2017-10-31,0.79,,US Equity ETF,na,,,,,na,na,na,na,na,na,na,,,,,,26922A610,NULL,The investment seeks to track the performance  before fees and expenses  of the Aptus Fortified Value Index (the 'index').  Under normal circumstances  at least 80% of the fund's total assets (exclusive of any collateral held from securities lending) will be invested in the component securities of the index. The index is a rules-based  equal-weighted index that is designed to gain exposure to 50 of the most undervalued U.S.-listed common stocks and real estate investment usts ('REITs')  while hedging against significant U.S. equity market declines when the market is overvalued. The fund is non-diversified.
ARKF,Ark Fintech Innovation ETF,ARKF.K,ARKF:US,,NYSEArca,22.21 - 22.37,67074,04/14/2020,21.8758282, ,93912021.84, ,2019-02-01,0.75,,Global Equity ETF,37,,,,,na,na,na,na,na,na,na,,,,,,00214Q708,BH3RXR4,
ARKG,ARK Genomic Revolution Multi-Sector ETF,ARKG.K,ARKG:US,,BATS,32.68 - 33.48,255658,04/14/2020,33.4662338,486206718,488029150,1,2014-10-30,0.75,,US Equity ETF,31,,,,,na,na,na,na,na,na,na,,,,,,00214Q302,BSBNFZ3,The investment seeks long-term growth of capital.  The fund is an actively-managed exchange-aded fund ('ETF') that will invest under normal circumstances primarily (at least 80% of its assets) in domestic and foreign equity securities of companies across multiple sectors  including healthcare  information technology  materials  energy and consumer discretionary  that are relevant to the fund's investment theme of the genomics revolution ('Genomics Revolution Companies'). It is non-diversified.
ARKQ,ARK Industrial Innovation ETF,ARKQ.K,ARKQ:US,,BATS,34.49 - 35.35,60708,04/14/2020,35.275114,172414048,163726500,1,2014-09-30,0.75,,US Equity ETF,33,,,,,na,na,na,na,na,na,na,,,,,,00214Q203,BRBC467,The investment seeks long-term growth of capital.  The fund is an actively-managed exchange-aded fund that will invest under normal circumstances primarily (at least 80% of its assets) in domestic and foreign equity securities of companies that are relevant to the fund's investment theme of indusial innovation. Substantially all of the fund's assets will be invested in equity securities  including common stocks  partnership interests  business ust shares and other equity investments or ownership interests in business enterprises. The advisor currently intends to use only ADRs when purchasing foreign securities. The fund is non-diversified.
ARKK,ARK Innovation ETF,ARKK.K,ARKK:US,,NYSEArca,46.51 - 47.95,688012,04/14/2020,47.8293705,2302984166,2296800000,1,2014-10-30,0.75,,US Equity ETF,30,,,,,na,na,na,na,na,na,na,,,,,,00214Q104,BSBNFV9,The investment seeks long-term growth of capital.  The fund is an actively-managed exchange-aded fund ('ETF') that will invest under normal circumstances primarily (at least 65% of its assets) in domestic and foreign equity securities of companies that are relevant to the fund's investment theme of disruptive innovation. Its investments in foreign equity securities will be in both developed and emerging markets. The advisor currently intends to use only American Depositary Receipts ('ADRs') when purchasing foreign securities. The fund is non-diversified.
IZRL,ARK Israeli Innovation ETF Hdg,IZRL.K,IZRL:US,,BATS,18.98 - 19.43,8432,04/14/2020,19.4798502, ,2901000,1,2017-12-04,0.49,,Global Equity ETF,na,,,,,na,na,na,na,na,na,na,,,,,,00214Q609,BZ6F0M5,The investment seeks to provide investment results that closely correspond  before fees and expenses  to the performance of the ARK Israeli Innovation Index ('index').  The fund normally invests at least 80% of its total assets in securities that are included in the fund's benchmark index  depositary receipts representing securities included in the index or underlying stocks in respect of depositary receipts included in the index. The index includes equity securities and depositary receipts of exchange listed companies that are incorporated and/or domiciled in Israel ('Israeli Companies'). The fund is non-diversified.
ARKW,ARK Web x.0 ETF,ARKW.K,ARKW:US,,NYSEArca,55.86 - 57.68,247993,04/14/2020,57.3926017,528011920,528264000,1,2014-09-30,0.76,,US Equity ETF,39,,,,,na,na,na,na,na,na,na,,,,,,00214Q401,BRBC434,The investment seeks long-term growth of capital.  The fund is an actively-managed exchange-aded fund ('ETF') that will invest under normal circumstances primarily (at least 80% of its assets) in domestic and foreign equity securities of companies that are relevant to the fund's investment theme of Web x.0. Under normal circumstances  substantially all of the fund's assets will be invested in equity securities  including common stocks  partnership interests  business ust shares and other equity investments or ownership interests in business enterprises. The fund is non-diversified.
GYLD,Arrow Dow Jones Global Yield ETF,GYLD.K,GYLD:US,,NYSEArca,10.00 - 10.53,22493,04/14/2020,10.48, ,33282000,1,2012-05-08,0.75,,Global Equity ETF,150,,,,,na,na,na,na,na,na,na,,,,,,04273H104,BPNNRG5,The investment seeks investment results that generally correspond  before fees and expenses  to the price and yield performance of the Dow Jones Global Composite Yield Index (the 'underlying index').  The fund uses a 'passive' or 'indexing' investment approach to seek to track the price and yield performance of the underlying index. It invests at least 80% of its total assets in the component securities of the underlying index (or depositary receipts representing those securities). The underlying index seeks to identify the 150 highest yielding investable securities in the world within three 'asset classes.'
DWCR,Arrow DWA Country Rotation ETF,DWCR.O,DWCR:US,,NasdaqGM,20.20 - 20.20,954,04/14/2020,21.75, ,9835000,1,2017-12-28,0.95,,Global Equity ETF,103,,,,,na,na,na,na,na,na,na,,,,,,42765685,BYX5RK8,The investment seeks long-term capital appreciation by acking the investment results of the Dorsey Wright Couny and Stock Momentum Index.  Under normal circumstances  substantially all of the fund's total assets will be invested in the component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index selection methodology consists of long positions in the equity markets of foreign counies exhibiting relatively song momentum characteristics among the foreign universe.
DWAT,Arrow DWA Tactical ETF,DWAT.O,DWAT:US,,NasdaqGM,9.61 - 9.61,1638,04/14/2020,9.61, ,7643200,1,2014-10-01,1.69,,Asset Allocation ETF,11,,,,,na,na,na,na,na,na,na,,,,,,42765792,BRBC489,The investment seeks to achieve long-term capital appreciation with capital preservation as a secondary objective.  The fund primarily invests in other exchange aded funds ('ETFs') that each invests primarily in domestic and foreign (including emerging markets) (i) equity securities of any market capitalization  (ii) fixed-income securities of any credit quality  or (iii) alternative assets. It may invest up to 25% of its total assets in the Tactical Subsidiary.
QVM,Arrow QVM Equity Factor ETF,QVM,QVM:US,,NYSEArca,20.53 - 20.81,522,04/14/2020,19.97, ,1996440,1,2015-02-27,0.65,,US Equity ETF,51,,,,,na,na,na,na,na,na,na,,,,,,42765784,BW2JY62,The investment seeks to replicate investment results that generally correspond  before fees and expenses  to the price and yield performance of AI Quality Value Momentum Index.  The fund generally will invest at least 80% of its total assets in common stocks that comprise the AI Quality Value Momentum Index. Arrow Insights ('index provider') selects common stocks pursuant to a proprietary selection methodology that is designed to identify Tri-Factor    50  the leaders with the songest fundamental performance characteristics.
ARCM,Arrow Reserve Capital Management ETF,ARCM.K,ARCM:US,,BATS,100.33 - 100.33,1350,04/14/2020,99.74, ,56028000,1,2017-03-31,0.42,,Global Fixed Income ETF,90,,,,,na,na,na,na,na,na,na,,,,,,42765719,BD961C8,The investment seeks to preserve capital while maximizing current income.  The fund invests in a variety of domestic fixed income securities. It will invest in fixed income insuments with a dollar-weighted average effective maturity of 0 to 2 years issued by U.S. Dollar-denominated issuers  including mortgage- or asset-backed securities  rated Baa- or higher by Moody's  or equivalently rated by S&amp;P or Fitch  or  if unrated  determined by the Sub-Advisor. It may also invest in interest rate futures and forwards. The Sub-Advisor attempts to maximize income by identifying securities that offer an acceptable yield for a given level of credit risk and maturity.
FLEU,Barclays ETN+ FI Enhanced Europe 50 B,FLEU.K,FLEU:US,,NYSEArca,142.44 - 142.44,732,04/14/2020, , ,21064806218,1,2016-11-02,0.76,,ETN,na,,,,,na,na,na,na,na,na,na,,,,,,06744M836,BDS6D45,The investment seeks a return linked to a leveraged participation in the quarterly performance of the STOXX Europe 50   USD (Gross Return) Index (the 'index'). The index is composed of 50 European blue-chip companies (the 'index constituents') selected from within the STOXX Europe 600 Index.
VQT,Barclays ETN+ S&P VEQTOR ETN,VQT,VQT:US,,BATS,172.10 - 172.96,659,04/14/2020, , ,21064806218,1,2010-08-31,0.95,,ETN,na,,,,,na,na,na,na,na,na,na,,,,,,06740C337,B60GY63,The investment seeks to replicate  net of expenses  the S&amp;P 500 Dynamic VEQTOR Total Return Index.  The index seeks to provide broad equity market exposure with an implied volatility hedge by dynamically allocating its notional investments among three components: equity  volatility and cash. The equity component of the index is represented by the S&amp;P 500 Total Return Index and the volatility component of the index is represented by the S&amp;P 500 VIX Short-Term Futures Index.
ATMP,Barclays ETN+ Select MLP ETN,ATMP.K,ATMP:US,,BATS,8.97 - 9.63,267987,04/14/2020, , ,21064806218,1,2013-03-12,0.95,,ETN,na,,,,,na,na,na,na,na,na,na,,,,,,06742C723,B92YDB4,The investment seeks to replicate  net of expenses  the Atlantic Trust Select MLP Index.  The index seeks to capture returns that may be available from investing in a basket of direct or indirect interests in master limited partnerships (   MLPs   )  limited liability companies (   LLCs   ) and corporations (collectively     MLP Interests   ) that are selected pursuant to the Atlantic Trust Select MLP Sategy.
CAPE,Barclays ETN+ Shiller CAPE� Index ETNs,CAPE.K,CAPE:US,,NYSEArca,126.01 - 128.95,17288,04/14/2020, , ,21064806218,1,2012-10-10,0.45,,ETN,na,,,,,na,na,na,na,na,na,na,,,,,,06742A669,B846P93,The investment seeks to replicate  net of expenses  the Shiller Barclays CAPETM US Core Sector Index.  The index seeks to provide a notional long exposure to the top four relatively undervalued U.S. equity sectors that also exhibit relatively song price momentum. It incorporates the CAPE (Cyclically Adjusted Price Earnings) ratio to assess equity market valuations of nine sectors on a monthly basis and to identify the relatively undervalued sectors represented in the S&amp;P 500  .
TAPR,Barclays Inverse US Treasury Composite ETN,TAPR.O,TAPR:US,,BATS,89.00 - 89.00,1240,04/14/2020, , ,21064806218,1,2014-07-14,0.43,,ETN,na,,,,,na,na,na,na,na,na,na,,,,,,06747G638,BJP4Z37,The investment seeks a return linked to the performance of the Barclays Inverse US Treasury Futures Aggregate Index   .  The index employs a sategy that acks the sum of the returns of periodically rebalanced short positions in equal face values of each of the 2-year  5-year  10-year  long-bond and ula-long U.S. Treasury futures conacts (together  the    Treasury futures conacts   ). The index is composed of an equal synthetic short position in each Treasury futures conact that is either the Treasury futures conact closest to expiration or the next Treasury futures conact scheduled to expire immediately following the front conact.
RODI,Barclays Return on Disability ETN,RODI.K,RODI:US,,BATS,85.14 - 85.18,80,04/14/2020, , ,21064806218,1,2014-09-10,0.45,,ETN,na,,,,,na,na,na,na,na,na,na,,,,,,06740D830,BQSTF49,The investment seeks a return linked to the performance of the Return on Disability US LargeCap ETN Total Return USD Index.  The index notionally acks the returns that may be available from investing in a Basket comprised of stocks of up to 100 companies that  according to the RoD Ranking  are considered the top ranked firms in the disability market with respect to creation of shareholder value and which meet other eligibility requirements.
WIL,Barclays Women in Leadership ETN,WIL,WIL:US,,BATS,58.36 - 58.36,404,04/14/2020, , ,21064806218,1,2014-07-09,0.45,,ETN,na,,,,,na,na,na,na,na,na,na,,,,,,06742W430,BP49M34,The investment seeks a return linked to the performance of the Barclays Women in Leadership Total Return USD Index (the    index   ).  The index is designed to provide investors with exposure to U.S.-based companies that satisfy one or both of the gender diversity criteria of having a female chief executive officer or having at least 25% female members on the board of directors and that satisfy certain market capitalization  liquidity and other selection criteria and concenation limits.
BFOR,BARRON'S 400SM ETF,BFOR.K,BFOR:US,,NYSEArca,33.97 - 34.48,20414,04/14/2020,33.3,96569524,96657000,1,2013-06-03,0.65,,US Equity ETF,998,,,,,na,na,na,na,na,na,na,,,,,,00162Q726,BBDJJV4,The investment seeks investment results that correspond generally  before fees and expenses  to the performance of the Barron's 400SM Index (the 'underlying index').  The underlying index is a rules-based index intended to give investors a means of acking the overall performance of high performing equity securities of U.S. companies. The fund will invest at least 80% of its total assets in the equity securities which comprise the underlying index.
DYNF,BlackRock U.S. Equity Factor Rotation ETF,DYNF.K,DYNF:US,,NYSEArca,23.75 - 24.15,26840,04/14/2020,23.63, ,70943100, ,2019-03-19,0.30,,US Equity ETF,636,,,,,na,na,na,na,na,na,na,,,,,,09290C103,BJ9ZMT1,
ITEQ,BlueStar TA-BIGITech� Israel Tech ETF,ITEQ.O,ITEQ:US,,NYSEArca,37.91 - 38.52,23559,04/14/2020,Unable to collect data for the field 'TR.NETASSETVAL' and some specific identifier(s).,Unable to collect data for the field 'TR.ETPDeltaOneAssetsUnderManagement' and some specific identifier(s).,Unable to collect data for the field 'TR.CompanyMarketCap' and some specific identifier(s).,1,2015-11-02,0.75,,Global Equity ETF,60,,,,,na,na,na,na,na,na,na,,,,,,NULL,NULL,The investment seeks to provide investment results that correspond generally to the total return performance of the TASE-BlueStar Israel Global Technology Index    ('TA-BIGITech   ').  The fund will invest at least 80% of its total assets in the component securities of the index and in depositary receipts representing such securities. As a result  normally the fund will invest at least 80% of its total assets in Israeli technology companies. TA-BIGITech    was created in 2013 by BlueStar Global Investors LLC d/b/a BlueStar Indexes   and the ISE and acks the performance of exchange-listed Israeli technology operating companies. It is non-diversified.
