NUM;ETF TYPE;EXCHANGE TRADED FUNDS NAME;ISIN;PRODUCT FAMILY;XETRA SYMBOL;REUTERS CODE;BLOOMBERG TICKER;MANAGEMENT FEE IN %;ONGOING CHARGES;USE OF PROFITS;REPLICATION METHOD;FUND CURRENCY;TRADING CURRENCY;MQV;MAX SPREAD;iNAV (REUTERS);iNAV (BLOOMBERG);BENCHMARK;HOMEPAGE ISSUER
63;ETC;Xtrackers Physical Silver EUR Hedged ETC;DE000A1EK0J7;Xtrackers ETC;XAD2;XAD2.DE;XAD2 GY;0,45%;;;;EUR;EUR;450 shares;1,00%;;;Spot Price Silver (LBMA);www.etc.dws.com
64;ETC;Xtrackers Physical Platinum EUR Hedged ETC;DE000A1EK0H1;Xtrackers ETC;XAD3;XAD3.DE;XAD3 GY;0,45%;;;;EUR;EUR;750 shares;2,50%;;;Spot Price Platinum (LBMA);www.etc.dws.com
65;ETC;Xtrackers Physical Palladium EUR Hedged ETC;DE000A1EK3B8;Xtrackers ETC;XAD4;XAD4.DE;XAD4 GY;0,45%;;;;EUR;EUR;1300 shares;2,50%;;;Spot Price Palladium (LBMA);www.etc.dws.com
66;ETC;Xtrackers Physical Gold ETC (EUR);DE000A1E0HR8;Xtrackers ETC;XAD5;XAD5.DE;XAD5 GY;0,25%;;;;USD;EUR;450 shares;1,00%;;;Spot Price Gold (LBMA);www.etc.dws.com
67;ETC;Xtrackers Physical Silver ETC (EUR);DE000A1E0HS6;Xtrackers ETC;XAD6;XAD6.DE;XAD6 GY;0,40%;;;;USD;EUR;400 shares;1,00%;;;Spot Price Silver (LBMA);www.etc.dws.com
68;ETC;Xtrackers Brent Crude Oil Optimum Yield ETC (EUR);DE000A1KYN55;Xtrackers ETC;XCTL;XCTL.DE;XCTL GY;0,45%;;;;EUR;EUR;1300 shares;1,00%;;;db Brent Crude Oil Booster Index;www.etc.dws.com
69;ETC;WisdomTree Gold - EUR Daily Hedged;DE000A1NZLN6;WisdomTree;00XN;00XN.DE;00XN GY;0,49%;;;;EUR;EUR;100000 shares;1,50%;;;Bloomberg Gold Subindex EUR Hedged Daily;www.wisdomtree.eu/home
70;ETC;WisdomTree Brent Crude Oil - EUR Daily Hedged;DE000A1N3G19;WisdomTree;00XT;00XT.DE;00XT GY;0,49%;;;;EUR;EUR;100000 shares;1,50%;;;Bloomberg Brent Crude Subindex EUR Hedged Daily;www.wisdomtree.eu/home
71;ETC;WisdomTree Brent Crude Oil;DE000A1N49P6;WisdomTree;OOEA;OOEA.DE;OOEA GY;0,49%;;;;USD;EUR;1500 shares;1,50%;;;Bloomberg Brent Crude Subindex;www.wisdomtree.eu/home
72;ETC;WisdomTree Brent Crude Oil Longer Dated;DE000A1N49Q4;WisdomTree;OOEB;OOEB.DE;00EB GY;0,49%;;;;USD;EUR;1500 shares;1,50%;;;Bloomberg Brent Crude Subindex 3 Month Forward;www.wisdomtree.eu/home
73;ETC;WisdomTree Broad Commodities - EUR Daily Hedged;DE000A1NZLK2;WisdomTree;00XK;00XK.DE;00XK GY;0,49%;;;;EUR;EUR;100000 shares;1,50%;;;Bloomberg Commodity Index EUR Hedged Daily;www.wisdomtree.eu/home
74;ETC;WisdomTree Copper - EUR Daily Hedged;DE000A1NZLL0;WisdomTree;00XL;00XL.DE;00XL GY;0,49%;;;;EUR;EUR;100000 shares;5,00%;;;Bloomberg Copper Subindex EUR Hedged Daily;www.wisdomtree.eu/home
75;ETC;WisdomTree Natural Gas - EUR Daily Hedged;DE000A1NZLP1;WisdomTree;00XP;00XP.DE;00XP GY;0,49%;;;;EUR;EUR;100000 shares;5,00%;;;Bloomberg Natural Gas Subindex EUR Hedged Daily;www.wisdomtree.eu/home
76;ETC;WisdomTree Precious Metals - EUR Daily Hedged;DE000A1NZLQ9;WisdomTree;00XQ;00XQ.DE;00XQ GY;0,49%;;;;EUR;EUR;100000 shares;1,50%;;;Bloomberg Precious Metals Subindex EUR Hedged Daily;www.wisdomtree.eu/home
77;ETC;WisdomTree Silver - EUR Daily Hedged;DE000A1NZLR7;WisdomTree;00XR;00XR.DE;00XR GY;0,49%;;;;EUR;EUR;100000 shares;1,50%;;;Bloomberg Silver Subindex EUR Hedged Daily;www.wisdomtree.eu/home
78;ETC;WisdomTree Wheat - EUR Daily Hedged;DE000A1NZLS5;WisdomTree;00XS;00XS.DE;00XS GY;0,49%;;;;EUR;EUR;100000 shares;7,50%;;;Bloomberg Wheat Subindex EUR Hedged Daily;www.wisdomtree.eu/home
79;ETC;WisdomTree Agriculture - EUR Daily Hedged;DE000A1NZLJ4;WisdomTree;00XJ;00XJ.DE;00XJ GY;0,49%;;;;EUR;EUR;100000 shares;7,50%;;;Bloomberg Agriculture Subindex EUR Hedged Daily;www.wisdomtree.eu/home
80;ETC;WisdomTree WTI Crude Oil - EUR Daily Hedged;DE000A1NZLM8;WisdomTree;00XM;00XM.DE;00XM GY;0,49%;;;;EUR;EUR;100000 shares;1,50%;;;Bloomberg WTI Crude Oil Subindex EUR Hedged Daily;www.wisdomtree.eu/home
81;ETC;Invesco Physical Gold ETC (P-ETC);IE00B579F325;Invesco;8PSG;8PSG.DE;8PSG GY;0,19%;;;;USD;EUR;100000 EUR;1,00%;;;Spot Price Gold (LBMA);etf.invesco.com
82;ETC;WisdomTree Broad Commodities Ex-Agriculture and Livestock;DE000A1RX1P2;WisdomTree;OOEC;OOEC.DE;OOEC GY;0,49%;;;;USD;EUR;100000 EUR;1,50%;;;Bloomberg Commodity ex-Agriculture and Livestock Index;www.wisdomtree.eu/home
83;ETC;WisdomTree Physical Gold - EUR Daily Hedged;DE000A1RX996;WisdomTree;GBSE;GBSE.DE;GBSE GY;0,39%;;;;EUR;EUR;100000 shares;1,50%;;;MS Long Gold EUR Hedged Index;www.wisdomtree.eu/home
84;ETC;WisdomTree Energy - EUR Daily Hedged;DE000A1Y7Y36;WisdomTree;EHEN;EHEN.DE;EHEN GY;0,49%;;;;EUR;EUR;50000 EUR;1,50%;;;Bloomberg Energy Subindex EUR Hedged Daily;www.wisdomtree.eu/home
85;ETC;WisdomTree Gold 3x Daily Short;DE000A1ZLCP4;WisdomTree;PCFN;PCFN.DE;PCFN GY;0,99%;;;;USD;EUR;50000 EUR;3,00%;;;Nasdaq Commodity Gold Index;www.wisdomtree.eu/home
86;ETC;WisdomTree Silver 3x Daily Leveraged;DE000A1ZK3W9;WisdomTree;PCFH;PCFH.DE;PCFH GY;0,99%;;;;USD;EUR;50000 EUR;3,00%;;;Nasdaq Commodity Silver Index;www.wisdomtree.eu/home
87;ETC;WisdomTree Gold 3x Daily Leveraged;DE000A1ZLCQ2;WisdomTree;PCFP;PCFP.DE;PCFP GY;0,99%;;;;USD;EUR;50000 EUR;3,00%;;;Nasdaq Commodity Gold Index;www.wisdomtree.eu/home
88;ETC;WisdomTree Natural Gas 3x Daily Short;DE000A133ZW0;WisdomTree;NGXS;NGXS.DE;NGXS GY;0,99%;;;;USD;EUR;50000 EUR;3,00%;;;Nasdaq Commodity Natural Gas Index;www.wisdomtree.eu/home
89;ETC;WisdomTree WTI Crude Oil 3x Daily Short;DE000A133ZV2;WisdomTree;O1LS;O1LS.DE;O1LS GY;0,99%;;;;USD;EUR;50000 EUR;3,00%;;;Nasdaq Commodity Crude Oil Index;www.wisdomtree.eu/home
90;ETC;WisdomTree Natural Gas 3x Daily Leveraged;DE000A133ZU4;WisdomTree;NGXL;NGXL.DE;NGXL GY;0,99%;;;;USD;EUR;50000 EUR;3,00%;;;Nasdaq Commodity Natural Gas Index;www.wisdomtree.eu/home
91;ETC;WisdomTree Silver 3x Daily Short;DE000A1ZK3V1;WisdomTree;PCFG;PCFG.DE;PCFG GY;0,99%;;;;USD;EUR;50000 EUR;3,00%;;;Nasdaq Commodity Silver Index;www.wisdomtree.eu/home
92;ETC;WisdomTree Brent Crude Oil Pre-roll;DE000A18HC33;WisdomTree;0LJD;0LJD.DE;0LJD GY;0,25%;;;;USD;EUR;100000 EUR;2,00%;;;Nasdaq Commodity Brent Crude Oil Index;www.wisdomtree.eu/home
93;ETC;WisdomTree WTI Crude Oil Pre-roll;DE000A18HC25;WisdomTree;0LJC;0LJC.DE;0LJC GY;0,25%;;;;USD;EUR;100000 EUR;2,00%;;;Nasdaq Commodity Crude Oil Index;www.wisdomtree.eu/home
94;ETC;WisdomTree Brent Crude Oil 3x Daily Short;DE000A2BGQ05;WisdomTree;3BFS;3BFS.DE;3BFS GY;0,99%;;;;USD;EUR;50000 EUR;4,00%;;;Nasdaq Commodity Brent Crude Oil Index;www.wisdomtree.eu/home
95;ETC;BNPP RICI Enhanced Brent TR Index ETC;DE000PB6R1B1;BNPP ETC;BNQC;BNQC.DE;BNQC GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Brent Crude Oil Index;www.etp.bnpparibas.com
96;ETC;BNPP RICI Diesel (TR) Enhanced ETC;DE000PB6R1D7;BNPP ETC;BNQF;BNQF.DE;BNQF GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Gas Oil Index;www.etp.bnpparibas.com
97;ETC;BNPP RICI Natural Gas (TR) Enhanced ETC;DE000PB6R1G0;BNPP ETC;BNQE;BNQE.DE;BNQE GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Natural Gas Index;www.etp.bnpparibas.com
98;ETC;BNPP RICI WTI Oil (TR) Enhanced ETC;DE000PB6R1W7;BNPP ETC;BNQD;BNQD.DE;BNQD GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced WTI Crude Oil Index;www.etp.bnpparibas.com
99;ETC;BNPP RICI Heizöl (TR) Enhanced ETC;DE000PB6R1H8;BNPP ETC;BNQH;BNQH.DE;BNQH GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Heating Oil Index;www.etp.bnpparibas.com
100;ETC;BNPP RICI Benzin (TR) Enhanced ETC;DE000PB6R101;BNPP ETC;BNQG;BNQG.DE;BNQG GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Gasoline Index;www.etp.bnpparibas.com
101;ETC;BNPP RICI Zink (TR) Enhanced ETC;DE000PB8R1Z8;BNPP ETC;BNQR;BNQR.DE;BNQR GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Zinc Index;www.etp.bnpparibas.com
102;ETC;BNPP RICI Nickel (TR) Enhanced ETC;DE000PB8R1N4;BNPP ETC;BNQQ;BNQQ.DE;BNQQ GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Nickel Index;www.etp.bnpparibas.com
103;ETC;BNPP RICI Blei (TR) Enhanced ETC;DE000PB8R1L8;BNPP ETC;BNQT;BNQT.DE;BNQT GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Lead Index;www.etp.bnpparibas.com
104;ETC;BNPP RICI Kupfer (TR) Enhanced ETC;DE000PB8R1C7;BNPP ETC;BNQP;BNQP.DE;BNQP GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Copper Index;www.etp.bnpparibas.com
105;ETC;BNPP RICI Zinn (TR) Enhanced ETC;DE000PB8R1T1;BNPP ETC;BNQS;BNQS.DE;BNQS GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Tin Index;www.etp.bnpparibas.com
106;ETC;BNPP RICI Aluminium (TR) Enhanced ETC;DE000PB8R1A1;BNPP ETC;BNQN;BNQN.DE;BNQN GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Aluminum Index;www.etp.bnpparibas.com
107;ETC;BNPP RICI Energie (TR) Enhanced ETC;DE000PB8R1E3;BNPP ETC;BNQU;BNQU.DE;BNQU GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Energy Index;www.etp.bnpparibas.com
108;ETC;BNPP RICI Industriemetalle (TR) Enhanced ETC;DE000PB8R1M6;BNPP ETC;BNQV;BNQV.DE;BNQV GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Industrial Metals Index;www.etp.bnpparibas.com
109;ETC;BNPP RICI Metalle (TR) Enhanced ETC;DE000PR0R1M0;BNPP ETC;BNQW;BNQW.DE;BNQW GY;1,00%;;;;USD;EUR;50000 EUR;2,00%;;;RICI Enhanced Metals Index;www.etp.bnpparibas.com
110;ETC;BNPP Gold ETC;DE000PS7G0L8;BNPP ETC;BNQJ;BNQJ.DE;BNQJ GY;0,99%;;;;USD;EUR;50000 EUR;1,00%;;;Spot Price Gold (LBMA);www.etp.bnpparibas.com
111;ETC;BNPP Paladium ETC;DE000PB8PAL7;BNPP ETC;BNQL;BNQL.DE;BNQL GY;0,99%;;;;USD;EUR;50000 EUR;2,00%;;;Spot Price Palladium (LBMA);www.etp.bnpparibas.com
112;ETC;BNPP RICI Enhanced Brent Crude Oil TR Index USD ETC;DE000PR5RBU0;BNPP ETC;BNQ7;BNQ7.DE;BNQ7 GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Brent Crude Oil Index;www.etp.bnpparibas.com
113;ETC;BNPP Brent Crude Oil ETC;DE000PS701L2;BNPP ETC;BNQA;BNQA.DE;BNQA GY;0,90%;;;;USD;EUR;50000 EUR;1,00%;;;ICE 1mth Brent Oil Futures;www.etp.bnpparibas.com
114;ETC;BNPP WTI Oil ETC;DE000PS7WT17;BNPP ETC;BNQB;BNQB.DE;BNQB GY;0,90%;;;;USD;EUR;50000 EUR;2,00%;;;WTI Light Sweet Crude Oil Index;www.etp.bnpparibas.com
115;ETC;BNPP Gasoil (Diesel) ETC;DE000PB6D1Z6;BNPP ETC;B4N1;B4N1.DE;B4N1 GY;0,90%;;;;USD;EUR;50000 EUR;2,00%;;;ICE Low Sulphur Gas Oil Futures;www.etp.bnpparibas.com
116;ETC;BNPP Gasoline (Benzin) ETC;DE000PB6BEN9;BNPP ETC;B4N2;B4N2.DE;B4N2 GY;0,90%;;;;USD;EUR;50000 EUR;2,00%;;;RBOB Gasoline Futures Index;www.etp.bnpparibas.com
117;ETC;BNPP Natural Gas ETC;DE000PB6GAS5;BNPP ETC;BNQ9;BNQ9.DE;BNQ9 GY;0,90%;;;;USD;EUR;50000 EUR;2,00%;;;Henry Hub Natural Gas Futures Index;www.etp.bnpparibas.com
118;ETC;BNPP Heating Oil ETC;DE000PB6H1T5;BNPP ETC;B4N3;B4N3.DE;B4N3 GY;0,90%;;;;USD;EUR;50000 EUR;2,00%;;;Heating Oil (NYMEX) Index;www.etp.bnpparibas.com
119;ETC;BNPP RICI Enhanced Heating Oil TR Index USD ETC;DE000PR5RHU7;BNPP ETC;B4NK;B4NK.DE;B4NK GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Heating Oil Index;www.etp.bnpparibas.com
120;ETC;BNPP RICI Enhanced WTI Crude Oil TR Index USD ETC;DE000PR5RWU6;BNPP ETC;B4NG;B4NG.DE;B4NG GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced WTI Crude Oil Index;www.etp.bnpparibas.com
121;ETC;BNPP RICI Enhanced Metals TR Index USD ETC;DE000PR5RUM7;BNPP ETC;B4NN;B4NN.DE;B4NN GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Metals Index;www.etp.bnpparibas.com
122;ETC;BNPP RICI Enhanced Gas Oil TR Index USD ETC;DE000PR5RDU6;BNPP ETC;B4NI;B4NI.DE;B4NI GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Gas Oil Index;www.etp.bnpparibas.com
123;ETC;BNPP RICI Enhanced Industrial Metals TR Index USD ETC;DE000PR5RMU7;BNPP ETC;B4NM;B4NM.DE;B4NM GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Industrial Metals Index;www.etp.bnpparibas.com
124;ETC;BNPP RICI Enhanced Gasoline TR Index USD ETC;DE000PR5R0U0;BNPP ETC;B4NJ;B4NJ.DE;B4NJ GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Gasoline Index;www.etp.bnpparibas.com
125;ETC;BNPP RICI Enhanced Natural Gas TR Index USD ETC;DE000PR5RGU9;BNPP ETC;B4NH;B4NH.DE;B4NH GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Natural Gas Index;www.etp.bnpparibas.com
126;ETC;BNPP RICI Enhanced Energy TR Index ETC;DE000PR5REU4;BNPP ETC;B4NL;B4NL.DE;B4NL GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Energy Index;www.etp.bnpparibas.com
127;ETC;BNPP RICI Enhanced Copper TR Index USD ETC;DE000PR5RCU8;BNPP ETC;B4NB;B4NB.DE;B4NB GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Copper Index;www.etp.bnpparibas.com
128;ETC;BNPP RICI Enhanced Aluminum TR Index USD ETC;DE000PR5RAU2;BNPP ETC;B4NA;B4NA.DE;B4NA GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Aluminum Index;www.etp.bnpparibas.com
129;ETC;BNPP RICI Enhanced Nickel TR Index USD ETC;DE000PR5RNU5;BNPP ETC;B4NC;B4NC.DE;B4NC GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Nickel Index;www.etp.bnpparibas.com
130;ETC;BNPP RICI Enhanced Tin TR Index USD ETC;DE000PR5RTU2;BNPP ETC;B4NE;B4NE.DE;B4NE GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Tin Index;www.etp.bnpparibas.com
131;ETC;BNPP RICI Enhanced Zinc TR Index USD ETC;DE000PR5RZU9;BNPP ETC;B4ND;B4ND.DE;B4ND GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Zinc Index;www.etp.bnpparibas.com
132;ETC;BNPP RICI Enhanced Lead TR Index USD ETC;DE000PR5RLU9;BNPP ETC;B4NF;B4NF.DE;B4NF GY;0,99%;;;;USD;USD;50000 USD;2,00%;;;RICI Enhanced Lead Index;www.etp.bnpparibas.com
133;ETC;BNPP Blei ETC;DE000PB8LED5;BNPP ETC;B4NU;B4NU.DE;B4NU GY;0,90%;;;;USD;EUR;50000 EUR;2,00%;;;LME Lead Futures;www.etp.bnpparibas.com
134;ETC;BNPP Aluminium ETC;DE000PB6ALU1;BNPP ETC;B4NP;B4NP.DE;B4NP GY;0,90%;;;;USD;EUR;50000 EUR;2,00%;;;LME Aluminium Futures;www.etp.bnpparibas.com
135;ETC;BNPP Zink ETC;DE000PB7Z1N5;BNPP ETC;B4NS;B4NS.DE;B4NS GY;0,90%;;;;USD;EUR;50000 EUR;2,00%;;;LME Zinc Futures;www.etp.bnpparibas.com
136;ETC;BNPP Kupfer ETC;DE000PB8C0P8;BNPP ETC;B4NQ;B4NQ.DE;B4NQ GY;0,90%;;;;USD;EUR;50000 EUR;2,00%;;;LME Copper Futures;www.etp.bnpparibas.com
137;ETC;BNPP Nickel ETC;DE000PB8N1C1;BNPP ETC;B4NR;B4NR.DE;B4NR GY;0,90%;;;;USD;EUR;50000 EUR;2,00%;;;LME Nickel Futures;www.etp.bnpparibas.com
138;ETC;BNPP Zinn ETC;DE000PB8T1N2;BNPP ETC;B4NT;B4NT.DE;B4NT GY;0,90%;;;;USD;EUR;50000 EUR;2,00%;;;LME Tin Futures;www.etp.bnpparibas.com
139;ETC;WisdomTree Energy Enhanced;DE000A2GCWN4;WisdomTree;XMWK;XMWK.DE;XMWK GY;0,40%;;;;USD;EUR;2000 shares;5,00%;;;Optimised Roll Energy Index;www.wisdomtree.eu/home
140;ETC;WisdomTree Industrial Metals Enhanced;DE000A2GCWM6;WisdomTree;XMWJ;XMWJ.DE;XMWJ GY;0,40%;;;;USD;EUR;2000 Shares;5,00%;;;Optimised Roll Industrial Metals Index;www.wisdomtree.eu/home
141;ETC;Amundi Physical Gold ETC (C);FR0013416716;Amundi;GLDA;GLDA.DE;GLDA GY;0,15%;;;;USD;EUR;50000 EUR;2,00%;;;Spot Price Gold (LBMA);www.amundietf.de
142;ETC;BNPP RICI Enhanced Energy (ER) Index EUR Hedge ETC;DE000PZ9REE0;BNPP ETC;B4NX;B4NX.DE;B4NX GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Energy Index;www.etp.bnpparibas.com
143;ETC;BNPP RICI Enhanced Natural Gas (ER) Index EUR Hedge ETC;DE000PZ9REG5;BNPP ETC;0GZA;0GZA.DE;0GZA GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Natural Gas Index;www.etp.bnpparibas.com
144;ETC;BNPP RICI Enhanced WTI Crude Oil (ER) Index EUR Hedge ETC;DE000PZ9REW2;BNPP ETC;B4NZ;B4NZ.DE;B4NZ GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced WTI Crude Oil Index;www.etp.bnpparibas.com
145;ETC;BNPP RICI Enhanced Brent Crude Oil (ER) Index EUR Hedge ETC;DE000PZ9REB6;BNPP ETC;B4NY;B4NY.DE;B4NY GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Brent Crude Oil Index;www.etp.bnpparibas.com
146;ETC;BNPP RICI Enhanced Copper (ER) Index EUR Hedge ETC;DE000PZ9REC4;BNPP ETC;0GZB;0GZB1.DE;0GZB GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Copper Index;www.etp.bnpparibas.com
147;ETC;BNPP RICI Enhanced Nickel (ER) Index EUR Hedge ETC;DE000PZ9REN1;BNPP ETC;0GZC;0GZC.DE;0GZC GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Nickel Index;www.etp.bnpparibas.com
148;ETC;BNPP RICI Enhanced Industrial Metals (ER) Index EUR Hedge ETC;DE000PZ9REM3;BNPP ETC;0GZD;0GZD.DE;0GZD GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Industrial Metals Index;www.etp.bnpparibas.com
149;ETC;BNPP RICI Enhanced Heating Oil (ER) Index EUR Hedge ETC;DE000PZ9REH3;BNPP ETC;0GZG;0GZG.DE;0GZG GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Heating Oil Index;www.etp.bnpparibas.com
150;ETC;BNPP RICI Enhanced Aluminum (ER) Index EUR Hedge ETC;DE000PZ9REA8;BNPP ETC;0GZH;0GZH.DE;0GZH GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Aluminum Index;www.etp.bnpparibas.com
151;ETC;BNPP RICI Enhanced Zinc (ER) Index EUR Hedge ETC;DE000PZ9REZ5;BNPP ETC;0GZI;0GZI.DE;0GZI GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Zinc Index;www.etp.bnpparibas.com
152;ETC;BNPP RICI Enhanced Tin (ER) Index EUR Hedge ETC;DE000PZ9RET8;BNPP ETC;0GZJ;0GZJ.DE;0GZJ GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Tin Index;www.etp.bnpparibas.com
153;ETC;BNPP RICI Enhanced Lead (ER) Index EUR Hedge ETC;DE000PZ9REL5;BNPP ETC;0GZK;0GZK.DE;0GZK GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Lead Index;www.etp.bnpparibas.com
154;ETC;BNPP RICI Enhanced Metals (ER) Index EUR Hedge ETC;DE000PZ9RME3;BNPP ETC;0GZL;0GZL.DE;0GZL GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Industrial Metals Index;www.etp.bnpparibas.com
155;ETC;BNPP RICI Enhanced Gasoline (ER) Index EUR Hedge ETC;DE000PZ9RE14;BNPP ETC;0GZF;0GZF.DE;0GZF GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Gasoline Index;www.etp.bnpparibas.com
156;ETC;BNPP RICI Enhanced Gas Oil (ER) Index EUR Hedge ETC;DE000PZ9RED2;BNPP ETC;0GZE;0GZE.DE;0GZE GY;1,20%;;;;EUR;EUR;50000 EUR;2,00%;;;RICI Enhanced Gas Oil Index;www.etp.bnpparibas.com
157;ETC;The Royal Mint Physical Gold ETC Securities;XS2115336336;HANetf;RM8U;RM8U.DE;RM8U GY;0,22%;;;;EUR;USD;50000 EUR;5,00%;;;Spot Price Gold (LBMA);www.hanetf.com
1;ETF;iShares Core EURO STOXX 50 UCITS ETF EUR (Dist);IE0008471009;iShares;EUN2;EUN2.DE;EUN2 GY;;0,10%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;EUEINAV.DE;VLEUE;EURO STOXX 50 Index;www.ishares.com
2;ETF;iShares STOXX Europe 50 UCITS ETF EUR (Dist);IE0008470928;iShares;EUN1;EUN1.DE;EUN1 GY;;0,35%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;EUNINAV.DE;VLEUN;STOXX Europe 50 Index;www.ishares.com
3;ETF;iShares Core DAX® UCITS ETF (DE);DE0005933931;iShares;EXS1;EXS1.DE;DAXEX GY;;0,16%;Accumulating;Full Replication;EUR;EUR;100000 EUR;1,00%;GDAXINAV.DE;DAXNAV;DAX Index;www.ishares.com
4;ETF;iShares Core EURO STOXX 50 UCITS ETF (DE);DE0005933956;iShares;EXW1;EXW1.DE;SX5EEX GY;;0,11%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;STOXX50ENAV.DE;SX5ENAV;EURO STOXX 50 Index;www.ishares.com
5;ETF;iShares STOXX Europe 50 UCITS ETF (DE);DE0005933949;iShares;EXW3;EXW3.DE;SX5PEX GY;;0,51%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,00%;STOXX50NAV.DE;SX5PNAV;STOXX Europe 50 Index;www.ishares.com
6;ETF;iShares SLI UCITS ETF (DE);DE0005933964;iShares;EXI1;EXI1.DE;SMIEX GY;;0,51%;Distributing;Full Replication;CHF;EUR;100000 EUR;1,00%;SSMINAV.DE;SMINAV;Swiss Leader Index;www.ishares.com
7;ETF;iShares TecDAX UCITS ETF (DE);DE0005933972;iShares;EXS2;EXS2.DE;TDXPEX GY;;0,51%;Accumulating;Full Replication;EUR;EUR;100000 EUR;1,50%;TECDAXNAV.DE;TDXPNAV;TecDAX Index;www.ishares.com
8;ETF;iShares MDAX® UCITS ETF (DE);DE0005933923;iShares;EXS3;EXS3.DE;MDAXEX GY;;0,51%;Accumulating;Full Replication;EUR;EUR;100000 EUR;1,50%;MDAXINAV.DE;MDAXNAV;MDAX Index;www.ishares.com
9;ETF;iShares EURO STOXX Banks 30-15 UCITS ETF (DE);DE0006289309;iShares;EXX1;SX7EEX.DE;SX7EEX GY;;0,51%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,50%;SX7ENAV.DE;SX7EEX;EURO STOXX Banks 30-15 Index;www.ishares.com
10;ETF;iShares Dow Jones Global Titans 50 UCITS ETF (DE);DE0006289382;iShares;EXI2;DJGTEEX.DE;DJGTEEX GY;;0,51%;Distributing;Full Replication;EUR;EUR;100000 EUR;1,50%;DJGTENAV.DE;DJGTENAV;DJ Global Titans 50 Index;www.ishares.com
11;ETF;iShares Dow Jones Industrial Average UCITS ETF (DE);DE0006289390;iShares;EXI3;EXI3.DE;INDUEX GY;;0,51%;Distributing;Full Replication;USD;EUR;100000 EUR;1,50%;DJINAV.DE;INDUNAV;DJ Industrial Average Index;www.ishares.com
